109299.59,109.3,75176.35,75.18,34123.25,34.12,814959.01,814.96,487838.66,487.84,327120.35,327.12,705659.42,705.66,412662.31,412.66,292997.11,293,79297.87,33.19,484715.1,484.72,0.31,0.572,1.155,1.182,1.116,22,16,22,0,0,52235.66,20780.59,31455.07,288,120,168,0,0,0,161,69,92,127,51,76,55.9,57.5,54.76,379.51,0.38,626.47,0.63,203.11,0.2,5061.86,5.06,7070.13,7.07,3555.66,3.56,5556.37,5.56,8091.42,8.09,3855.23,3.86,0.911,0.874,0.922,11624.3,4.31,11624.3,4.31,5184.11,1.93,12620.02,7.4,12620.02,4.43,8917.28,7.4,56,106,20,62,116,21,48,92,18,0,0,0,true,true,"Fixed Percent","Fixed Percent",4.3,4.4,1.9,2,10,10,1.5,1.5,1,5,14,false,1,"High/Low",0,false,20,0,0,100,1,false,0.5,false,1,false,33,33,33,66,100,100,false,true,false,false,false,true,"Close over/under MA5",false,false,true,"EMA",9,true,"EMA",21,true,"EMA",55,true,"EMA",100,true,"EMA",200,false,100,50,"close",200,"close",8,12,"hlc3",3,52,60,100,-53,-60,-75,"close",14,50,60,true,false,false,5,false,14,14,35,false,50,false,"hlc3",14,50,50,false,30,false,"close","close",3,false,"GMT+2","00:00",false,true,true,true,true,true,true,true,false,"Once per bar","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc",true,true,true,13," ",""
78732.43,78.73,79869.45,79.87,-1137.02,-1.14,694101.64,694.1,458427.96,458.43,235673.68,235.67,615369.21,615.37,378558.51,378.56,236810.7,236.81,57336.47,29.18,484715.1,484.72,0.262,0.483,1.128,1.211,0.995,22,17,22,0,0,52522.02,19322.73,33199.29,316,120,196,0,0,0,143,69,74,173,51,122,45.25,57.5,37.76,249.15,0.25,665.58,0.67,-5.8,-0.01,4853.86,4.85,6643.88,6.64,3184.78,3.18,3557.05,3.56,7422.72,7.42,1941.07,1.94,1.365,0.895,1.641,9379.19,4.31,9379.19,4.31,4182.94,1.93,10182.57,7.4,10182.57,4.43,9047.48,7.4,49,109,12,65,120,13,35,94,11,0,0,0,true,true,"Fixed Percent","Fixed Percent",4.3,4.4,1,2,10,10,1.5,1.5,1,5,14,false,1,"High/Low",0,false,20,0,0,100,1,false,0.5,false,1,false,33,33,33,66,100,100,false,true,false,false,false,true,"Close over/under MA5",false,false,true,"EMA",9,true,"EMA",21,true,"EMA",55,true,"EMA",100,true,"EMA",200,false,100,50,"close",200,"close",8,12,"hlc3",3,52,60,100,-53,-60,-75,"close",14,50,60,true,false,false,5,false,14,14,35,false,50,false,"hlc3",14,50,50,false,30,false,"close","close",3,false,"GMT+2","00:00",false,true,true,true,true,true,true,true,false,"Once per bar","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc",true,true,true,13," ",""
179896.31,179.9,96649.78,96.65,83246.53,83.25,903712.19,903.71,509980.03,509.98,393732.16,393.73,723815.88,723.82,413330.25,413.33,310485.63,310.49,47008.82,21.67,484147.94,484.15,0.412,0.958,1.249,1.234,1.268,23,19,23,0,0,49755.9,21052.27,28703.62,257,114,143,0,0,0,169,66,103,88,48,40,65.76,57.89,72.03,699.99,0.7,847.81,0.85,582.14,0.58,5347.41,5.35,7726.97,7.73,3822.64,3.82,8225.18,8.23,8611.05,8.61,7762.14,7.76,0.65,0.897,0.492,12661.34,4.41,12661.34,4.41,5481.53,1.93,13215.01,7.4,13215.01,4.43,11184.49,7.4,68,103,40,64,113,32,76,90,59,0,0,0,true,true,"Fixed Percent","Fixed Percent",4.3,4.5,3.7,2,10,10,1.5,1.5,1,5,14,false,1,"High/Low",0,false,20,0,0,100,1,false,0.5,false,1,false,33,33,33,66,100,100,false,true,false,false,false,true,"Close over/under MA5",false,false,true,"EMA",9,true,"EMA",21,true,"EMA",55,true,"EMA",100,true,"EMA",200,false,100,50,"close",200,"close",8,12,"hlc3",3,52,60,100,-53,-60,-75,"close",14,50,60,true,false,false,5,false,14,14,35,false,50,false,"hlc3",14,50,50,false,30,false,"close","close",3,false,"GMT+2","00:00",false,true,true,true,true,true,true,true,false,"Once per bar","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc",true,true,true,13," ",""
72792.85,72.79,16442.08,16.44,56350.76,56.35,709763.42,709.76,375762.46,375.76,334000.96,334,636970.57,636.97,359320.37,359.32,277650.2,277.65,87355.55,35.73,484091.7,484.09,0.245,0.52,1.114,1.046,1.203,23,19,23,0,0,45870.32,21157.32,24713,284,135,149,0,0,0,165,60,105,119,75,44,58.1,44.44,70.47,256.31,0.26,121.79,0.12,378.19,0.38,4301.6,4.3,6262.71,6.26,3180.96,3.18,5352.69,5.35,4790.94,4.79,6310.23,6.31,0.804,1.307,0.504,10116.33,4.31,10116.33,4.31,4383.62,1.93,9367.68,7.4,7121.82,2.93,9367.68,7.4,53,68,40,53,89,32,54,51,60,0,0,0,true,true,"Fixed Percent","Fixed Percent",2.8,4.4,3.7,2,10,10,1.5,1.5,1,5,14,false,1,"High/Low",0,false,20,0,0,100,1,false,0.5,false,1,false,33,33,33,66,100,100,false,true,false,false,false,true,"Close over/under MA5",false,false,true,"EMA",9,true,"EMA",21,true,"EMA",55,true,"EMA",100,true,"EMA",200,false,100,50,"close",200,"close",8,12,"hlc3",3,52,60,100,-53,-60,-75,"close",14,50,60,true,false,false,5,false,14,14,35,false,50,false,"hlc3",14,50,50,false,30,false,"close","close",3,false,"GMT+2","00:00",false,true,true,true,true,true,true,true,false,"Once per bar","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc",true,true,true,13," ",""
177189.13,177.19,101415.81,101.42,75773.32,75.77,922444.48,922.44,526340.19,526.34,396104.29,396.1,745255.35,745.26,424924.38,424.92,320330.97,320.33,51618.62,21.33,483384.42,483.38,0.406,1.013,1.238,1.239,1.237,23,19,23,0,0,51513.7,21969.12,29544.58,259,116,143,0,0,0,169,68,101,90,48,42,65.25,58.62,70.63,684.13,0.68,874.27,0.87,529.88,0.53,5458.25,5.46,7740.3,7.74,3921.82,3.92,8280.61,8.28,8852.59,8.85,7626.93,7.63,0.659,0.874,0.514,12617.74,4.31,12617.74,4.31,5635.57,1.93,13646.66,7.4,13646.66,4.43,10891.9,7.4,66,101,38,62,110,30,73,88,57,0,0,0,true,true,"Fixed Percent","Fixed Percent",4.3,4.4,3.5,2,10,10,1.5,1.5,1,5,14,false,1,"High/Low",0,false,20,0,0,100,1,false,0.5,false,1,false,33,33,33,66,100,100,false,true,false,false,false,true,"Close over/under MA5",false,false,true,"EMA",9,true,"EMA",21,true,"EMA",55,true,"EMA",100,true,"EMA",200,false,100,50,"close",200,"close",8,12,"hlc3",3,52,60,100,-53,-60,-75,"close",14,50,60,true,false,false,5,false,14,14,35,false,50,false,"hlc3",14,50,50,false,30,false,"close","close",3,false,"GMT+2","00:00",false,true,true,true,true,true,true,true,false,"Once per bar","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc",true,true,true,13," ",""
172435.67,172.44,91405.44,91.41,81030.24,81.03,901874.46,901.87,511948.61,511.95,389925.85,389.93,729438.79,729.44,420543.17,420.54,308895.62,308.9,49509.04,21.07,484715.1,484.72,0.38,0.888,1.236,1.217,1.262,23,19,23,0,0,48748.46,20288.01,28460.45,253,110,143,0,0,0,164,61,103,89,49,40,64.82,55.45,72.03,681.56,0.68,830.96,0.83,566.65,0.57,5499.23,5.5,8392.6,8.39,3785.69,3.79,8195.94,8.2,8582.51,8.58,7722.39,7.72,0.671,0.978,0.49,13639.69,4.81,13639.69,4.81,5549.59,1.93,13328.28,7.4,13328.28,4.43,11323.3,7.4,70,109,40,66,124,32,76,90,59,0,0,0,true,true,"Fixed Percent","Fixed Percent",4.3,4.9,3.7,2,10,10,1.5,1.5,1,5,14,false,1,"High/Low",0,false,20,0,0,100,1,false,0.5,false,1,false,33,33,33,66,100,100,false,true,false,false,false,true,"Close over/under MA5",false,false,true,"EMA",9,true,"EMA",21,true,"EMA",55,true,"EMA",100,true,"EMA",200,false,100,50,"close",200,"close",8,12,"hlc3",3,52,60,100,-53,-60,-75,"close",14,50,60,true,false,false,5,false,14,14,35,false,50,false,"hlc3",14,50,50,false,30,false,"close","close",3,false,"GMT+2","00:00",false,true,true,true,true,true,true,true,false,"Once per bar","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc",true,true,true,13," ",""
78732.43,78.73,79869.45,79.87,-1137.02,-1.14,694101.64,694.1,458427.96,458.43,235673.68,235.67,615369.21,615.37,378558.51,378.56,236810.7,236.81,57336.47,29.18,483368.43,483.37,0.262,0.483,1.128,1.211,0.995,22,17,22,0,0,52522.02,19322.73,33199.29,316,120,196,0,0,0,143,69,74,173,51,122,45.25,57.5,37.76,249.15,0.25,665.58,0.67,-5.8,-0.01,4853.86,4.85,6643.88,6.64,3184.78,3.18,3557.05,3.56,7422.72,7.42,1941.07,1.94,1.365,0.895,1.641,9379.19,4.31,9379.19,4.31,4182.94,1.93,10182.57,7.4,10182.57,4.43,9047.48,7.4,49,109,12,65,120,13,35,94,11,0,0,0,true,true,"Fixed Percent","Fixed Percent",4.3,4.4,1,2,10,10,1.5,1.5,1,5,14,false,1,"High/Low",0,false,20,0,0,100,1,false,0.5,false,1,false,33,33,33,66,100,100,false,true,false,false,false,true,"Close over/under MA5",false,false,true,"EMA",9,true,"EMA",21,true,"EMA",55,true,"EMA",100,true,"EMA",200,false,100,50,"close",200,"close",8,12,"hlc3",3,52,60,100,-53,-60,-75,"close",14,50,60,true,false,false,5,false,14,14,35,false,50,false,"hlc3",14,50,50,false,30,false,"close","close",3,false,"GMT+2","00:00",false,true,true,true,true,true,true,true,false,"Once per bar","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc",true,true,true,13," ",""
19858.9,19.86,-2498.42,-2.5,22357.32,22.36,429120.09,429.12,199743.7,199.74,229376.39,229.38,409261.19,409.26,202242.12,202.24,207019.07,207.02,41938.96,27.63,483197,483.2,0.105,0.186,1.049,0.988,1.108,20,16,20,0,0,40645.15,23258.48,17386.67,370,216,154,0,0,0,155,48,107,215,168,47,41.89,22.22,69.48,53.67,0.05,-11.57,-0.01,145.18,0.15,2768.52,2.77,4161.33,4.16,2143.7,2.14,1903.54,1.9,1203.82,1.2,4404.66,4.4,1.454,3.457,0.487,6267.8,4.31,6267.8,4.31,2750.97,1.93,8261.72,7.4,2603.15,2.82,8261.72,7.4,35,30,42,40,55,33,31,22,64,0,0,0,true,true,"Fixed Percent","Fixed Percent",1,4.4,3.7,2,10,10,1.5,1.5,1,5,14,false,1,"High/Low",0,false,20,0,0,100,1,false,0.5,false,1,false,33,33,33,66,100,100,false,true,false,false,false,true,"Close over/under MA5",false,false,true,"EMA",9,true,"EMA",21,true,"EMA",55,true,"EMA",100,true,"EMA",200,false,100,50,"close",200,"close",8,12,"hlc3",3,52,60,100,-53,-60,-75,"close",14,50,60,true,false,false,5,false,14,14,35,false,50,false,"hlc3",14,50,50,false,30,false,"close","close",3,false,"GMT+2","00:00",false,true,true,true,true,true,true,true,false,"Once per bar","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc",true,true,true,13," ",""
142525.69,142.53,68877.64,68.88,73648.05,73.65,817644.45,817.64,458668.63,458.67,358975.82,358.98,675118.75,675.12,389790.98,389.79,285327.77,285.33,44671.9,21.37,483149.7,483.15,0.347,0.775,1.211,1.177,1.258,23,19,23,0,0,45100.58,18882.04,26218.54,253,110,143,0,0,0,164,61,103,89,49,40,64.82,55.45,72.03,563.34,0.56,626.16,0.63,515.02,0.52,4985.64,4.99,7519.16,7.52,3485.2,3.49,7585.6,7.59,7954.92,7.95,7133.19,7.13,0.657,0.945,0.489,11702.95,4.61,11702.95,4.61,4949.79,1.93,11910.32,7.4,11910.32,4.43,10099.62,7.4,69,108,40,65,121,32,76,90,59,0,0,0,true,true,"Fixed Percent","Fixed Percent",4.3,4.7,3.7,2,10,10,1.5,1.5,1,5,14,false,1,"High/Low",0,false,20,0,0,100,1,false,0.5,false,1,false,33,33,33,66,100,100,false,true,false,false,false,true,"Close over/under MA5",false,false,true,"EMA",9,true,"EMA",21,true,"EMA",55,true,"EMA",100,true,"EMA",200,false,100,50,"close",200,"close",8,12,"hlc3",3,52,60,100,-53,-60,-75,"close",14,50,60,true,false,false,5,false,14,14,35,false,50,false,"hlc3",14,50,50,false,30,false,"close","close",3,false,"GMT+2","00:00",false,true,true,true,true,true,true,true,false,"Once per bar","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc",true,true,true,13," ",""
113642.57,113.64,76248.21,76.25,37394.36,37.39,811024.57,811.02,481154.59,481.15,329869.98,329.87,697382,697.38,404906.38,404.91,292475.62,292.48,68354.08,32.13,483239.42,483.24,0.318,0.569,1.163,1.188,1.128,22,16,22,0,0,50210,20449.14,29760.86,281,120,161,0,0,0,163,69,94,118,51,67,58.01,57.5,58.39,404.42,0.4,635.4,0.64,232.26,0.23,4975.61,4.98,6973.25,6.97,3509.26,3.51,5910.02,5.91,7939.34,7.94,4365.31,4.37,0.842,0.878,0.804,11063.61,4.31,11063.61,4.31,4934.2,1.93,12011.3,7.4,12011.3,4.43,8808.44,7.4,58,106,22,62,116,22,52,92,20,0,0,0,true,true,"Fixed Percent","Fixed Percent",4.3,4.4,2.2,2,10,10,1.5,1.5,1,5,14,false,1,"High/Low",0,false,20,0,0,100,1,false,0.5,false,1,false,33,33,33,66,100,100,false,true,false,false,false,true,"Close over/under MA5",false,false,true,"EMA",9,true,"EMA",21,true,"EMA",55,true,"EMA",100,true,"EMA",200,false,100,50,"close",200,"close",8,12,"hlc3",3,52,60,100,-53,-60,-75,"close",14,50,60,true,false,false,5,false,14,14,35,false,50,false,"hlc3",14,50,50,false,30,false,"close","close",3,false,"GMT+2","00:00",false,true,true,true,true,true,true,true,false,"Once per bar","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc",true,true,true,13," ",""
157052.08,157.05,79798.99,79.8,77253.09,77.25,858717.14,858.72,484628.61,484.63,374088.53,374.09,701665.06,701.67,404829.62,404.83,296835.44,296.84,47030.05,21.22,484715.1,484.72,0.364,0.831,1.224,1.197,1.26,23,19,23,0,0,46883.32,19570.09,27313.23,253,110,143,0,0,0,164,61,103,89,49,40,64.82,55.45,72.03,620.76,0.62,725.45,0.73,540.23,0.54,5236.08,5.24,7944.73,7.94,3631.93,3.63,7883.88,7.88,8261.83,8.26,7420.89,7.42,0.664,0.962,0.489,12637.21,4.71,12637.21,4.71,5241.28,1.93,12599.71,7.4,12599.71,4.43,10694.19,7.4,69,108,40,66,123,32,76,90,59,0,0,0,true,true,"Fixed Percent","Fixed Percent",4.3,4.8,3.7,2,10,10,1.5,1.5,1,5,14,false,1,"High/Low",0,false,20,0,0,100,1,false,0.5,false,1,false,33,33,33,66,100,100,false,true,false,false,false,true,"Close over/under MA5",false,false,true,"EMA",9,true,"EMA",21,true,"EMA",55,true,"EMA",100,true,"EMA",200,false,100,50,"close",200,"close",8,12,"hlc3",3,52,60,100,-53,-60,-75,"close",14,50,60,true,false,false,5,false,14,14,35,false,50,false,"hlc3",14,50,50,false,30,false,"close","close",3,false,"GMT+2","00:00",false,true,true,true,true,true,true,true,false,"Once per bar","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc",true,true,true,13," ",""
58193.27,58.19,62156.65,62.16,-3963.39,-3.96,676625.29,676.63,360752.2,360.75,315873.09,315.87,618432.03,618.43,298595.55,298.6,319836.48,319.84,53925.08,33.7,483215.43,483.22,0.184,0.347,1.094,1.208,0.988,21,16,21,0,0,29966.42,15221.2,14745.23,215,116,99,0,0,0,110,67,43,105,49,56,51.16,57.76,43.43,270.67,0.27,535.83,0.54,-40.03,-0.04,6151.14,6.15,5384.36,5.38,7345.89,7.35,5889.83,5.89,6093.79,6.09,5711.37,5.71,1.044,0.884,1.286,9776.95,4.92,8569.86,4.31,9776.95,4.92,9126.6,7.4,9126.6,4.43,8350.71,7.4,92,95,89,89,102,69,96,86,105,0,0,0,true,true,"Fixed Percent","Fixed Percent",4.3,4.4,3.7,5,10,10,1.5,1.5,1,5,14,false,1,"High/Low",0,false,20,0,0,100,1,false,0.5,false,1,false,33,33,33,66,100,100,false,true,false,false,false,true,"Close over/under MA5",false,false,true,"EMA",9,true,"EMA",21,true,"EMA",55,true,"EMA",100,true,"EMA",200,false,100,50,"close",200,"close",8,12,"hlc3",3,52,60,100,-53,-60,-75,"close",14,50,60,true,false,false,5,false,14,14,35,false,50,false,"hlc3",14,50,50,false,30,false,"close","close",3,false,"GMT+2","00:00",false,true,true,true,true,true,true,true,false,"Once per bar","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc",true,true,true,13," ",""
57714.78,57.71,13134.8,13.13,44579.98,44.58,648721.15,648.72,341283.74,341.28,307437.42,307.44,591006.37,591.01,328148.93,328.15,262857.44,262.86,74216.83,33.58,483413.83,483.41,0.21,0.456,1.098,1.04,1.17,23,19,23,0,0,43048.9,20116.04,22932.86,290,140,150,0,0,0,164,59,105,126,81,45,56.55,42.14,70,199.02,0.2,93.82,0.09,297.2,0.3,3955.62,3.96,5784.47,5.78,2927.98,2.93,4690.53,4.69,4051.22,4.05,5841.28,5.84,0.843,1.428,0.501,9107.02,4.31,9107.02,4.31,3962.54,1.93,9425.6,7.4,5993.73,2.73,9425.6,7.4,52,62,42,50,80,32,54,49,64,0,0,0,true,true,"Fixed Percent","Fixed Percent",2.6,4.4,3.7,2,10,10,1.5,1.5,1,5,14,false,1,"High/Low",0,false,20,0,0,100,1,false,0.5,false,1,false,33,33,33,66,100,100,false,true,false,false,false,true,"Close over/under MA5",false,false,true,"EMA",9,true,"EMA",21,true,"EMA",55,true,"EMA",100,true,"EMA",200,false,100,50,"close",200,"close",8,12,"hlc3",3,52,60,100,-53,-60,-75,"close",14,50,60,true,false,false,5,false,14,14,35,false,50,false,"hlc3",14,50,50,false,30,false,"close","close",3,false,"GMT+2","00:00",false,true,true,true,true,true,true,true,false,"Once per bar","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc",true,true,true,13," ",""
59146.35,59.15,64131.67,64.13,-4985.32,-4.99,693702.58,693.7,371089.98,371.09,322612.59,322.61,634556.22,634.56,306958.31,306.96,327597.91,327.6,57188.66,34.2,483618.2,483.62,0.186,0.348,1.093,1.209,0.985,22,16,22,0,0,30872.83,15653.06,15219.77,216,116,100,0,0,0,111,67,44,105,49,56,51.39,57.76,44,273.83,0.27,552.86,0.55,-49.85,-0.05,6249.57,6.25,5538.66,5.54,7332.1,7.33,6043.39,6.04,6264.46,6.26,5849.96,5.85,1.034,0.884,1.253,9746.26,4.82,8687.65,4.31,9746.26,4.82,9252.01,7.4,9252.01,4.43,8736.17,7.4,92,95,88,89,102,70,94,86,102,0,0,0,true,true,"Fixed Percent","Fixed Percent",4.3,4.4,3.7,4.9,10,10,1.5,1.5,1,5,14,false,1,"High/Low",0,false,20,0,0,100,1,false,0.5,false,1,false,33,33,33,66,100,100,false,true,false,false,false,true,"Close over/under MA5",false,false,true,"EMA",9,true,"EMA",21,true,"EMA",55,true,"EMA",100,true,"EMA",200,false,100,50,"close",200,"close",8,12,"hlc3",3,52,60,100,-53,-60,-75,"close",14,50,60,true,false,false,5,false,14,14,35,false,50,false,"hlc3",14,50,50,false,30,false,"close","close",3,false,"GMT+2","00:00",false,true,true,true,true,true,true,true,false,"Once per bar","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc",true,true,true,13," ",""
57714.78,57.71,13134.8,13.13,44579.98,44.58,648721.15,648.72,341283.74,341.28,307437.42,307.44,591006.37,591.01,328148.93,328.15,262857.44,262.86,74216.83,33.58,483413.83,483.41,0.21,0.456,1.098,1.04,1.17,23,19,23,0,0,43048.9,20116.04,22932.86,290,140,150,0,0,0,164,59,105,126,81,45,56.55,42.14,70,199.02,0.2,93.82,0.09,297.2,0.3,3955.62,3.96,5784.47,5.78,2927.98,2.93,4690.53,4.69,4051.22,4.05,5841.28,5.84,0.843,1.428,0.501,9107.02,4.31,9107.02,4.31,3962.54,1.93,9425.6,7.4,5993.73,2.73,9425.6,7.4,52,62,42,50,80,32,54,49,64,0,0,0,true,true,"Fixed Percent","Fixed Percent",2.6,4.4,3.7,2,10,10,1.5,1.5,1,5,14,false,1,"High/Low",0,false,20,0,0,100,1,false,0.5,false,1,false,33,33,33,66,100,100,false,true,false,false,false,true,"Close over/under MA5",false,false,true,"EMA",9,true,"EMA",21,true,"EMA",55,true,"EMA",100,true,"EMA",200,false,100,50,"close",200,"close",8,12,"hlc3",3,52,60,100,-53,-60,-75,"close",14,50,60,true,false,false,5,false,14,14,35,false,50,false,"hlc3",14,50,50,false,30,false,"close","close",3,false,"GMT+2","00:00",false,true,true,true,true,true,true,true,false,"Once per bar","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc","3commas,alerteron etc",true,true,true,13," ",""
